col1,col2,col3,col4,target
2.6104,8.0081,-0.23592,-1.7608,1
3.4246,-0.14693,0.80342,0.29136,1
3.4359,0.66216,2.1041,1.8922,1
-0.39816,5.9781,1.3912,-1.1621,1
0.24835,7.6439,0.9885,-0.87371,1
2.3718,7.4908,0.015989,-1.7414,1
4.364,-3.1039,2.3757,0.78532,1
2.4486,-6.3175,7.9632,0.20602,1
5.7456,10.1808,-4.7857,-4.3366,1
0.32924,-4.4552,4.5718,-0.9888,1
3.966,3.9213,0.70574,0.33662,1
1.5902,2.2948,3.2403,0.18404,1
1.9818,9.2621,-3.521,-1.872,1
-0.36038,4.1158,3.1143,-0.37199,1
2.1948,1.3781,1.1582,0.85774,1
3.5156,10.1891,-4.2759,-4.978,1
0.68087,2.3259,4.9085,0.54998,1
0.96441,5.8395,2.3235,0.066365,1
3.82,10.9279,-4.0112,-5.0284,1
3.8117,10.1457,-4.0463,-4.5629,1
4.3064,8.2068,-2.7824,-1.4336,1
4.0632,3.584,0.72545,0.39481,1
3.744,0.79459,0.95851,1.0077,1
1.8994,0.97462,4.2265,0.81377,1
4.5679,3.1929,-2.1055,0.29653,1
2.7391,7.4018,0.071684,-2.5302,1
-0.278,8.1881,-3.1338,-2.5276,1
3.9362,10.1622,-3.8235,-4.0172,1
1.762,4.3682,2.1384,0.75429,1
2.7296,2.8701,0.51124,0.5099,1
0.39012,-0.14279,-0.031994,0.35084,1
-1.7582,2.7397,-2.5323,-2.234,1
-0.89409,3.1991,-1.8219,-2.9452,1
-0.9854,-6.661,5.8245,0.5461,1
-2.4115,-9.1359,9.3444,-0.65259,1
-0.61442,-0.091058,-0.31818,0.50214,1
-0.77461,-1.8768,2.4023,1.1319,1
-1.8219,-6.8824,5.4681,0.057313,1
-0.3481,-0.38696,-0.47841,0.62627,1
-1.6662,-0.30005,1.4238,0.024986,1
-2.0962,-7.1059,6.6188,-0.33708,1
1.1644,3.8095,-4.9408,-4.0909,1
-2.7338,0.45523,2.4391,0.21766,1
1.6408,4.2503,-4.9023,-2.6621,1
0.6005,1.9327,-3.2888,-0.32415,1
-4.2932,3.3419,0.77258,-0.99785,1
-1.7015,-0.010356,-0.99337,-0.53104,1
-0.86339,1.9348,-2.3729,-1.0897,1
-2.1333,1.5685,-0.084261,-1.7453,1
-3.0731,-0.53181,2.3877,0.77627,1
-0.4294,-0.14693,0.044265,-0.15605,1
-2.234,-7.0314,7.4936,0.61334,1
-2.2482,3.0915,-2.3969,-2.6711,1
-0.39416,-0.020702,-0.066267,-0.44699,1
-1.7263,-6.0237,5.2419,0.29524,1
-1.8969,-6.7893,5.2761,-0.32544,1
-0.52645,-0.24832,-0.45613,0.41938,1
-2.1405,-0.16762,1.321,-0.20906,1
-2.9098,-10.0712,8.4156,-1.9948,1
-0.60975,-4.002,1.8471,0.6017,1
0.60731,3.9544,-4.772,-4.4853,1
-3.1366,0.42212,2.6225,-0.064238,1
-2.5754,-5.6574,6.103,0.65214,1
1.296,4.2855,-4.8457,-2.9013,1
-3.4605,2.6901,0.16165,-1.0224,1
-0.77995,3.2322,-3.282,-3.1004,1
-4.1409,3.4619,-0.47841,-3.8879,1
-4.4996,3.4288,0.56265,-1.1672,1
-2.799,1.9679,-0.42357,-2.1125,1
-1.8629,-0.84841,2.5377,0.097399,1
-3.3604,-0.32696,2.1324,0.6017,1
0.030219,-1.0512,1.4024,0.77369,1
-2.5701,-6.8452,8.9999,2.1353,1
-0.55008,2.8659,-1.6488,-2.4319,1
-1.8391,-9.0883,9.2416,-0.10432,1
0.0040545,0.62905,-0.64121,0.75817,1
-1.5449,-10.1498,9.6152,-1.2332,1
0.50225,0.65388,-1.1793,0.39998,1
-1.7322,-9.2828,7.719,-1.7168,1
0.55298,-3.4619,1.7048,1.1008,1
2.031,1.852,-3.0121,0.003003,1
1.2279,4.0309,-4.6435,-3.9125,1
2.3917,4.5565,-4.9888,-2.8987,1
0.89512,4.7738,-4.8431,-5.5909,1
-1.4174,-2.2535,1.518,0.61981,1
0.4283,-0.94981,-1.0731,0.3211,1
-3.6227,3.9958,-0.35845,-3.9047,1
-2.2214,-0.23798,0.56008,0.05602,1
-0.49241,0.89392,-1.6283,-0.56854,1
-0.10234,1.8189,-2.2169,-0.56725,1
-1.6176,1.0926,-0.35502,-0.59958,1
-1.8448,1.254,0.27218,-1.0728,1
-1.7697,3.4329,-1.2144,-2.3789,1
-1.0744,-6.3113,5.355,0.80472,1
1.2309,3.8923,-4.8277,-4.0069,1
-2.2987,-5.227,5.63,0.91722,1
-2.0336,-1.4092,1.1582,0.36507,1
-0.69745,-1.7672,-0.34474,-0.12372,1
-4.577,3.4515,0.66719,-0.94742,1
-1.7104,-4.778,6.2109,0.3974,1
-1.9409,-8.6848,9.155,0.94049,1
-1.8483,0.31038,0.77344,1.4189,1
-2.2677,3.2964,-2.2563,-2.4642,1
-0.8172,3.3812,-3.6684,-3.456,1
-1.7713,-10.7665,10.2184,-1.0043,1
-2.7264,3.9213,-0.49212,-3.6371,1
-1.2369,-1.6906,2.518,0.51636,1
-1.8554,-9.6035,7.7764,-0.97716,1
1.5077,1.9596,-3.0584,-0.12243,1
-2.3898,-0.78427,3.0141,0.76205,1
-1.7976,-6.7686,6.6753,0.89912,1
1.7875,4.78,-5.1362,-3.2362,1
-2.7028,1.6327,0.83598,-0.091393,1
-1.4904,-2.2183,1.6054,0.89394,1
0.88992,2.2638,-3.1046,-0.11855,1
-3.7747,2.5162,0.83341,-0.30993,1
-2.4198,-0.24418,0.70146,0.41809,1
-0.83535,0.80494,-1.6411,-0.19225,1
-0.60254,1.7237,-2.1501,-0.77027,1
-2.1059,1.1815,-0.53324,-0.82716,1
-2.3147,3.6668,-0.6969,-1.2474,1
-0.11716,0.60422,-0.38587,-0.059065,1
-0.82601,2.9611,-1.2864,-1.4647,1
0.31803,-0.99326,1.0947,0.88619,1
-2.5373,-6.959,8.8054,1.5289,1
-1.366,0.18416,0.90539,1.5806,1
-1.6001,-9.5828,9.4044,0.081882,1
-1.3946,2.3134,-0.44499,-1.4905,1
-1.48,-10.5244,9.9176,-0.5026,1
-0.62684,-6.301,4.7843,1.106,1
0.518,0.25865,-0.84085,0.96118,1
0.74428,-3.7723,1.6131,1.5754,1
1.164,3.913,-4.5544,-3.8672,1
1.4378,0.66837,-2.0267,1.0271,1
0.7376,4.8525,-4.7986,-5.6659,1
-3.0193,1.7775,0.73745,-0.45346,1
1.4501,3.6067,-4.0557,-1.5966,1
-1.0555,0.79459,-1.6968,-0.46768,1
-0.29858,2.4769,-2.9512,-0.66165,1
-1.9881,0.99945,-0.28562,-0.70044,1
-1.9389,1.5706,0.045979,-1.122,1
-2.0046,-0.49457,1.333,1.6543,1
-1.7063,2.7956,-2.378,-2.3491,1
-0.41645,0.32487,-0.33617,-0.36036,1
-1.5877,-6.6072,5.8022,0.31593,1
-2.5961,-9.349,9.7942,-0.28018,1
-1.5228,-6.4789,5.7568,0.87325,1
-0.49081,2.8452,-3.6436,-3.1004,1
-1.3995,-1.9162,2.5154,0.59912,1
-0.26654,-0.64562,-0.42014,0.89136,1
0.33325,3.3108,-4.5081,-4.012,1
-0.36025,-4.449,2.1067,0.94308,1
0.96708,3.8426,-4.9314,-4.1323,1
0.7049,0.17174,-1.7859,0.36119,1
0.6818,4.8504,-5.2133,-6.1043,1
-3.8053,2.4273,0.6809,-1.0871,1
-2.1979,-2.1252,1.7151,0.45171,1
-4.7462,3.1205,1.075,-1.2966,1
-3.2778,1.8023,0.1805,-2.3931,1
-0.7351,1.7361,-1.4938,-1.1582,1
-2.2617,-4.7428,6.3489,0.11162,1
-3.0201,-0.67253,2.7056,0.85774,1
-2.4941,3.5447,-1.3721,-2.8483,1
-1.9725,2.8825,-2.3086,-2.3724,1
-2.0149,3.6874,-1.9385,-3.8918,1
-0.70346,2.957,-3.5947,-3.1457,1
-2.4349,-9.2497,8.9922,-0.50001,1
-3.5798,0.45937,2.3457,-0.45734,1
-1.8356,-6.7562,5.0585,-0.55044,1
1.3403,4.1323,-4.7018,-2.5987,1
0.26877,4.987,-5.1508,-6.3913,1
-4.0679,2.4955,0.79571,-1.1039,1
-3.5359,0.30417,0.6569,-0.2957,1
-0.77688,0.13036,-0.031137,-0.35389,1
-2.7083,-6.8266,7.5339,0.59007,1
-2.5084,-0.22763,1.488,1.2069,1
-2.1652,3.0211,-2.4132,-2.4241,1
-3,-9.1566,9.5766,-0.73018,1
0.53936,3.8944,-4.8166,-4.3418,1
-1.9983,-6.6072,4.8254,-0.41984,1
-2.659,-1.6058,1.3647,0.16464,1
0.11032,1.9741,-3.3668,-0.65259,1
0.52374,3.644,-4.0746,-1.9909,1
-3.9698,3.6812,-0.60008,-4.0133,1
-3.5933,0.22968,0.7126,-0.3332,1
-0.9607,2.6963,-3.1226,-1.3121,1
-1.0802,2.1996,-2.5862,-1.2759,1
-2.3277,1.4381,-0.82114,-1.2862,1
-3.8953,4.0392,-0.3019,-2.1836,1
-2.6406,-4.4159,5.983,-0.13924,1
-2.9498,-8.273,10.2646,1.1629,1
-1.2667,2.8183,-2.426,-1.8862,1
-0.49281,3.0605,-1.8356,-2.834,1
0.66365,-0.045533,-0.18794,0.23447,1
-1.9966,-9.5001,9.682,-0.12889,1
-0.97325,-6.4168,5.6026,1.0323,1
0.062525,2.9301,-3.5467,-2.6737,1
-1.2943,2.6735,-0.84085,-2.0323,1
-0.24037,-1.7837,2.135,1.2418,1
-1.0833,-0.31247,1.2815,0.41291,1
-2.0545,-10.8679,9.4926,-1.4116,1
-1.7479,-5.823,5.8699,1.212,1
1.2572,4.8731,-5.2861,-5.8741,1
-3.3924,3.3564,-0.72004,-3.5233,1
-4.0786,2.9239,0.87026,-0.65389,1
-1.5732,1.0636,-0.71232,-0.8388,1
-2.41,3.7433,-0.40215,-1.2953,1
0.40614,1.3492,-1.4501,-0.55949,1
-1.3887,-4.8773,6.4774,0.34179,1
2.0922,-6.81,8.4636,-0.60216,0
1.5356,9.1772,-2.2718,-0.73535,0
1.2247,8.7779,-2.2135,-0.80647,0
3.9899,-2.7066,2.3946,0.86291,0
1.8993,7.6625,0.15394,-3.1108,0
3.404,8.7261,-2.9915,-0.57242,0
4.6765,-3.3895,3.4896,1.4771,0
1.4479,-4.8794,8.3428,-2.1086,0
5.2423,11.0272,-4.353,-4.1013,0
-0.38214,8.3909,2.1624,-3.7405,0
2.4391,6.4417,-0.80743,-0.69139,0
3.4805,9.7008,-3.7541,-3.4379,0
2.8561,6.9176,-0.79372,0.48403,0
2.0843,6.6258,0.48382,-2.2134,0
1.6349,3.286,2.8753,0.087054,0
4.3239,-4.8835,3.4356,-0.5776,0
2.549,6.1499,-1.1605,-1.2371,0
4.9264,5.496,-2.4774,-0.50648,0
2.5635,6.7769,-0.61979,0.38576,0
0.49665,5.527,1.7785,-0.47156,0
1.0009,7.7846,-0.28219,-2.6608,0
0.12326,8.9848,-0.9351,-2.4332,0
4.7181,10.0153,-3.9486,-3.8582,0
5.0185,8.5978,-2.9375,-1.281,0
1.8664,7.7763,-0.23849,-2.9634,0
3.8027,0.81529,2.1041,1.0245,0
3.2718,1.7837,2.1161,0.61334,0
-0.64472,-4.6062,8.347,-2.7099,0
3.3669,-5.1856,3.6935,-1.1427,0
4.5597,-2.4211,2.6413,1.6168,0
5.1129,-0.49871,0.62863,1.1189,0
3.3397,-4.6145,3.9823,-0.23751,0
4.2027,0.22761,0.96108,0.97282,0
3.5438,1.2395,1.997,2.1547,0
1.7819,6.9176,-1.2744,-1.5759,0
2.108,6.7955,-0.1708,0.4905,0
2.8969,0.70768,2.29,1.8663,0
0.9297,-3.7971,4.6429,-0.2957,0
3.4642,10.6878,-3.4071,-4.109,0
-1.5075,1.9224,7.1466,0.89136,0
4.6689,1.3098,0.055404,1.909,0
3.4663,1.1112,1.7425,1.3388,0
5.1302,8.6703,-2.8913,-1.5086,0
0.4339,5.5395,2.033,-0.40432,0
-1.0401,9.3987,0.85998,-5.3336,0
5.032,8.2026,-2.6256,-1.0341,0
2.0911,0.94358,4.5512,1.234,0
4.1736,3.3336,-1.4244,0.60429,0
3.8481,10.1539,-3.8561,-4.2228,0
0.5195,-3.2633,3.0895,-0.9849,0
4.5447,8.2274,-2.4166,-1.5875,0
-1.7599,11.9211,2.6756,-3.3241,0
3.4591,11.112,-4.2039,-5.0931,0
2.486,-0.99533,5.3404,-0.15475,0
2.4226,-4.5752,5.947,0.21507,0
3.9479,-3.7723,2.883,0.019813,0
2.2634,-4.4862,3.6558,-0.61251,0
5.0452,3.8964,-1.4304,0.86291,0
3.5499,8.6165,-3.2794,-1.2009,0
0.17346,7.8695,0.26876,-3.7883,0
2.4008,9.3593,-3.3565,-3.3526,0
1.1166,8.6496,-0.96252,-1.8112,0
1.0235,6.901,-2.0062,-2.7125,0
0.5706,-0.0248,1.2421,-0.5621,0
1.8799,2.4707,2.4931,0.37671,0
3.583,-3.7971,3.4391,-0.12501,0
3.6582,5.6864,-1.7157,-0.23751,0
-0.11783,-1.5789,8.03,-0.028031,0
2.9421,7.4101,-0.97709,-0.88406,0
-1.2537,10.8803,1.931,-4.3237,0
1.8314,6.3672,-0.036278,0.049554,0
2.7365,-5.0325,6.6608,-0.57889,0
0.9297,-3.7971,4.6429,-0.2957,0
3.9663,10.1684,-4.1131,-4.6056,0
1.9157,6.0816,0.23705,-2.0116,0
4.0026,-3.5943,3.5573,0.26809,0
5.3063,5.2684,-2.8904,-0.52716,0
2.5605,9.2683,-3.5913,-1.356,0
2.614,8.0081,-3.7258,-1.3069,0
-0.16735,7.6274,1.2061,-3.6241,0
2.4196,6.4665,-0.75688,0.228,0
3.1219,-3.137,1.9259,-0.37458,0
3.9994,0.90427,1.1693,1.6892,0
2.7744,6.8576,-1.0671,0.075416,0
2.4287,9.3821,-3.2477,-1.4543,0
0.3798,0.7098,0.7572,-0.4444,0
4.5691,-4.4552,3.1769,0.0042961,0
0.57461,10.1105,-1.6917,-4.3922,0
5.2868,3.257,-1.3721,1.1668,0
4.0102,10.6568,-4.1388,-5.0646,0
3.1557,2.8908,0.59693,0.79825,0
4.988,7.2052,-3.2846,-1.1608,0
1.594,4.7055,1.3758,0.081882,0
3.8496,9.7939,-4.1508,-4.4582,0
0.9297,-3.7971,4.6429,-0.2957,0
4.9342,2.4107,-0.17594,1.6245,0
3.8417,10.0215,-4.2699,-4.9159,0
1.3638,-4.7759,8.4182,-1.8836,0
4.068,-2.9363,2.1992,0.50084,0
2.877,-4.0599,3.6259,-0.32544,0
-1.3,10.2678,-2.953,-5.8638,0
4.1349,6.1189,-2.4294,-0.19613,0
1.934,-9.28e-06,4.816,-0.33967,0
0.051979,7.0521,-2.0541,-3.1508,0
0.3292,-4.4552,4.5718,-0.9888,0
1.6849,8.7489,-1.2641,-1.3858,0
4.0215,-2.7004,2.4957,0.36636,0
1.1811,8.3847,-2.0567,-0.90345,0
2.9499,2.2493,1.3458,-0.037083,0
3.7352,9.5911,-3.9032,-3.3487,0
-1.7344,2.0175,7.7618,0.93532,0
3.5257,1.2829,1.9276,1.7991,0
-0.16108,-6.4624,8.3573,-1.5216,0
1.6988,2.9094,2.9044,0.11033,0
1.0607,2.4542,2.5188,-0.17027,0
3.5594,1.3078,1.291,1.6556,0
3.0009,5.8126,-2.2306,-0.66553,0
4.0329,0.23175,0.89082,1.1823,0
3.3299,0.91254,1.5806,0.39352,0
3.1088,3.1122,0.80857,0.4336,0
0.5195,-3.2633,3.0895,-0.9849,0
0.88872,5.3449,2.045,-0.19355,0
3.5458,9.3718,-4.0351,-3.9564,0
-0.21661,8.0329,1.8848,-3.8853,0
2.7206,9.0821,-3.3111,-0.96811,0
2.7161,-4.2006,4.1914,0.16981,0
3.8999,1.734,1.6011,0.96765,0
3.4985,3.1639,0.22677,-0.1651,0
2.2526,9.9636,-3.1749,-2.9944,0
4.1529,-3.9358,2.8633,-0.017686,0
0.74307,11.17,-1.3824,-4.0728,0
1.9105,8.871,-2.3386,-0.75604,0
3.2303,7.8384,-3.5348,-1.2151,0
4.2772,2.4955,0.48554,0.36119,0
0.86202,2.6963,4.2908,0.54739,0
0.54777,10.3754,-1.5435,-4.1633,0
3.7982,10.423,-4.1602,-4.9728,0
-0.36279,8.2895,-1.9213,-3.3332,0
2.1265,6.8783,0.44784,-2.2224,0
2.6799,3.1349,0.34073,0.58489,0
0.58982,7.4266,1.2353,-2.9595,0
0.64295,7.1018,0.3493,-0.41337,0
1.941,0.46351,4.6472,1.0879,0
4.0047,0.45937,1.3621,1.6181,0
3.7767,9.7794,-3.9075,-3.5323,0
3.4769,-0.15314,2.53,2.4495,0
1.1518,1.3864,5.2727,-0.43536,0
1.9572,-5.1153,8.6127,-1.4297,0
-1.1497,1.2954,7.701,0.62627,0
-0.12196,8.8068,0.94566,-4.2267,0
1.9429,6.3961,0.092248,0.58102,0
1.742,-4.809,8.2142,-2.0659,0
1.5691,6.3465,-0.1828,-2.4099,0
5.6272,10.0857,-4.2931,-3.8142,0
0.3798,0.7098,0.7572,-0.4444,0
0.5415,6.0319,1.6825,-0.46122,0
3.6702,2.9942,0.85141,0.30688,0
1.3349,6.1189,0.46497,0.49826,0
3.1887,-3.4143,2.7742,-0.2026,0
3.9121,2.9735,0.92852,0.60558,0
3.9364,10.5885,-3.725,-4.3133,0
0.77124,9.0862,-1.2281,-1.4996,0
1.602,6.1251,0.52924,0.47886,0
2.0007,1.8644,2.6491,0.47369,0
3.0948,8.7324,-2.9007,-0.96682,0
4.9362,7.6046,-2.3429,-0.85302,0
1.1472,3.5985,1.9387,-0.43406,0
2.9742,8.96,-2.9024,-1.0379,0
0.1848,6.5079,2.0133,-0.87242,0
3.8384,6.1851,-2.0439,-0.033204,0
0.3798,0.7098,0.7572,-0.4444,0
0.94732,-0.57113,7.1903,-0.67587,0
2.8261,9.4007,-3.3034,-1.0509,0
1.1315,7.9212,1.093,-2.8444,0
3.0632,-3.3315,5.1305,0.8267,0
2.5698,-4.4076,5.9856,0.078002,0
-0.12624,10.3216,-3.7121,-6.1185,0
3.3756,-4.0951,4.367,1.0698,0
4.9294,0.27727,0.20792,0.33662,0
2.8297,6.3485,-0.73546,-0.58665,0
2.093,8.3061,0.022844,-3.2724,0
5.0617,-0.35799,0.44698,0.99868,0
-0.2951,9.0489,-0.52725,-2.0789,0
3.9433,2.5017,1.5215,0.903,0
2.0153,1.8479,3.1375,0.42843,0
4.2406,-2.4852,1.608,0.7155,0
2.2091,7.4556,-1.3284,-3.3021,0
2.5328,7.528,-0.41929,-2.6478,0
3.6244,1.4609,1.3501,1.9284,0
2.5227,2.2369,2.7236,0.79438,0
0.045304,6.7334,1.0708,-0.9332,0
3.9772,0.33521,2.2566,2.1625,0
3.6667,4.302,0.55923,0.33791,0
1.4507,8.7903,-2.2324,-0.65259,0
3.6894,9.887,-4.0788,-4.3664,0
1.5673,7.9274,-0.056842,-2.1694,0
4.3846,-4.8794,3.3662,-0.029324,0
2.0165,-0.25246,5.1707,1.0763,0
4.0446,11.1741,-4.3582,-4.7401,0
2.6415,7.586,-0.28562,-1.6677,0
5.0214,8.0764,-3.0515,-1.7155,0
2.8521,9.171,-3.6461,-1.2047,0
4.7072,8.2957,-2.5605,-1.4905,0
4.0552,0.40143,1.4563,0.65343,0
0.33565,6.8369,0.69718,-0.55691,0
1.5456,8.5482,0.4187,-2.1784,0
1.4276,8.3847,-2.0995,-1.9677,0
-0.27802,8.1881,-3.1338,-2.5276,0
0.93611,8.6413,-1.6351,-1.3043,0
4.6352,-3.0087,2.6773,1.212,0
1.5268,-5.5871,8.6564,-1.722,0
5.2032,3.5116,-1.2538,1.0129,0
0.65497,5.1815,1.0673,-0.42113,0
3.9292,-2.9156,2.2129,0.30817,0
2.7831,10.9796,-3.557,-4.4039,0
1.0652,8.3682,-1.4004,-1.6509,0
-0.2062,9.2207,-3.7044,-6.8103,0
-0.278,8.1881,-3.1338,-2.5276,0
0.56953,7.6294,1.5754,-3.2233,0
3.4626,-4.449,3.5427,0.15429,0
3.3951,1.1484,2.1401,2.0862,0
5.0429,-0.52974,0.50439,1.106,0
3.7758,7.1783,-1.5195,0.40128,0
2.0153,0.43661,4.5864,-0.3151,0
2.5989,3.5178,0.7623,0.81119,0
4.4295,-2.3507,1.7048,0.90946,0
1.8967,-2.5163,2.8093,-0.79742,0
2.1526,-6.1665,8.0831,-0.34355,0
2.7213,7.05,-0.58808,0.41809,0
3.8846,-3.0336,2.5334,0.20214,0
4.1665,-0.4449,0.23448,0.27843,0
5.1321,-0.031048,0.32616,1.1151,0
0.38251,6.8121,1.8128,-0.61251,0
3.0333,-2.5928,2.3183,0.303,0
-0.38388,-1.0471,8.0514,0.49567,0
3.3577,-4.3062,6.0241,0.18274,0
2.6562,10.7044,-3.3085,-4.0767,0
-0.048008,-0.56078,7.7215,0.453,0
4.3634,0.46351,1.4281,2.0202,0
2.3164,-2.628,3.1529,-0.08622,0
0.77805,6.6424,-1.1425,-1.0573,0
2.2429,-4.1427,5.2333,-0.40173,0
4.3365,-3.584,3.6884,0.74912,0
4.0715,7.6398,-2.0824,-1.1698,0
2.6213,5.7919,0.065686,-1.5759,0
0.5706,-0.0248,1.2421,-0.5621,0
3.9771,11.1513,-3.9272,-4.3444,0
3.2403,-3.7082,5.2804,0.41291,0
5.591,10.4643,-4.3839,-4.3379,0
1.3114,4.5462,2.2935,0.22541,0
3.5829,1.4423,1.0219,1.4008,0
4.65,-4.8297,3.4553,-0.25174,0
2.4012,1.6223,3.0312,0.71679,0
4.7965,6.9859,-1.9967,-0.35001,0
2.9856,7.2673,-0.409,-2.2431,0
4.0932,5.4132,-1.8219,0.23576,0
3.6181,-3.7454,2.8273,-0.71208,0
0.040498,8.5234,1.4461,-3.9306,0
0.37984,0.70975,0.75716,-0.44441,0
-0.95923,0.091039,6.2204,-1.4828,0
2.8672,10.0008,-3.2049,-3.1095,0
1.0182,9.109,-0.62064,-1.7129,0
2.7961,2.121,1.8385,0.38317,0
3.5358,6.7086,-0.81857,0.47886,0
-0.7056,8.7241,2.2215,-4.5965,0
4.1542,7.2756,-2.4766,-1.2099,0
1.8216,-6.4748,8.0514,-0.41855,0
3.5862,-3.0957,2.8093,0.24481,0
4.7926,1.7071,-0.051701,1.4926,0
4.9852,8.3516,-2.5425,-1.2823,0
4.0422,-4.391,4.7466,1.137,0
0.38478,6.5989,-0.3336,-0.56466,0
3.1541,-5.1711,6.5991,0.57455,0
4.7114,2.0755,-0.2702,1.2379,0
3.931,1.8541,-0.023425,1.2314,0
3.2414,0.40971,1.4015,1.1952,0
-2.1674,0.12415,-1.0465,-0.86208,0
-3.2692,-12.7406,15.5573,-0.14182,0
0.0031201,-4.0061,1.7956,0.91722,0
-0.87874,-2.2121,-0.051701,0.099985,0
-1.3414,-1.9162,-0.15538,-0.11984,0
-2.0631,-1.5147,1.219,0.44524,0
0.2346,-4.5152,2.1195,1.4448,0
-0.036127,1.525,-1.4089,-0.76121,0
-2.3675,-0.43663,1.692,-0.43018,0
-3.6053,-5.974,10.0916,-0.82846,0
0.16358,-3.3584,1.3749,1.3569,0
0.21431,-0.69529,0.87711,0.29653,0
0.56232,1.0015,-2.2726,-0.0060486,0
-1.5851,-2.1562,1.7082,0.9017,0
-0.36506,2.8928,-3.6461,-3.0603,0
-2.3299,-9.9532,8.4756,-1.8733,0
-1.8782,-6.5865,4.8486,-0.021566,0
-3.9172,2.6652,0.78886,-0.7819,0
-1.4233,-0.98912,2.3586,0.39481,0
-2.0441,1.2271,0.18564,-1.091,0
-1.1859,-1.2519,2.2635,0.77239,0
-1.6386,3.3584,-1.7302,-3.5646,0
0.23874,2.0879,-3.3522,-0.66553,0
-2.4561,-4.5566,6.4534,-0.056479,0
-1.1667,-1.4237,2.9241,0.66119,0
-1.3971,3.3191,-1.3927,-1.9948,0
-0.77288,-7.4473,6.492,0.36119,0
-1.7589,-6.4624,8.4773,0.31981,0
0.83625,1.1071,-2.4706,-0.062945,0
1.3451,0.23589,-1.8785,1.3258,0
-1.2424,-1.7175,-0.52553,-0.21036,0
1.5904,2.2121,-3.1183,-0.11725,0
-0.87834,3.257,-3.6778,-3.2944,0
-0.3489,3.1929,-3.4054,-3.1832,0
-1.4375,-1.8624,4.026,0.55127,0
-0.75793,2.5349,-3.0464,-1.2629,0
-0.37013,-5.554,4.7749,1.547,0
-2.7723,3.2777,-0.9351,-3.1457,0
-0.46651,2.3383,-2.9812,-1.0431,0
-2.456,-0.24418,1.4041,-0.45863,0
-1.786,-8.1157,7.0858,-1.2112,0
-2.5919,-1.0553,3.8949,0.77757,0
-1.1022,-5.8395,4.5641,0.68705,0
-0.69078,-0.50077,-0.35417,0.47498,0
-2.2083,-9.1069,8.9991,-0.28406,0
0.74521,3.6357,-4.4044,-4.1414,0
-3.551,1.8955,0.1865,-2.4409,0
